Ligand	ECMp	Barcode	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Spot_PA_SpotCellCountLog2RUVLoess_SE	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess_SE	Spot_PA_SpotCellCount_SE	Well	MEP	CellLine	LigandSet	Ligand1	Ligand2	ECMSet	ECM1	ECM2	ECM3	EndpointDAPI	Endpoint488	Endpoint555	Endpoint647	CellLineAn	Ligand1An	Ligand2An	ECM1An	ECM2An	ECM3An	CellLineLx	Ligand1Lx	Ligand2Lx	ECM1Lx	ECM2Lx	ECM3Lx	395nmLx	488nmLx	555nmLx	640nmLx	750nmLx	Well_Ligand	PinDiameter	Cells_CP_AreaShape_AreaLog2RUVLoess	Cells_CP_AreaShape_CompactnessLog2RUVLoess	Cells_CP_AreaShape_ExtentLog2RUVLoess	Cells_CP_AreaShape_FormFactorLog2RUVLoess	Cells_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cells_CP_AreaShape_MeanRadiusLog2RUVLoess	Cells_CP_AreaShape_MedianRadiusLog2RUVLoess	Cells_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_PerimeterLog2RUVLoess	Cells_CP_AreaShape_SolidityLog2RUVLoess	Cytoplasm_CP_AreaShape_AreaLog2RUVLoess	Cytoplasm_CP_AreaShape_CompactnessLog2RUVLoess	Cytoplasm_CP_AreaShape_ExtentLog2RUVLoess	Cytoplasm_CP_AreaShape_FormFactorLog2RUVLoess	Cytoplasm_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MeanRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MedianRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_PerimeterLog2RUVLoess	Cytoplasm_CP_AreaShape_SolidityLog2RUVLoess	Nuclei_CP_AreaShape_AreaLog2RUVLoess	Nuclei_CP_AreaShape_CompactnessLog2RUVLoess	Nuclei_CP_AreaShape_ExtentLog2RUVLoess	Nuclei_CP_AreaShape_FormFactorLog2RUVLoess	Nuclei_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MaximumRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MeanRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MedianRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_PerimeterLog2RUVLoess	Nuclei_CP_AreaShape_SolidityLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Nuclei_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Nuclei_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Spot_PA_SpotCellCountLog2RUVLoess	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess	Nuclei_PA_Cycle_DNA4NProportionLogitRUVLoess	Nuclei_CP_AreaShape_EccentricityLogitRUVLoess	Spot_PA_SpotCellCount	Spot_PA_ReplicateCount	QA_LowReplicateCount
ANGPT1|1	CEACAM6	LI8X00519	0.09518	0.08771	0.13640	0.08709	0.05067	0.17422	3.403	B01	CEACAM6_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	CEACAM6_P40199	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-CEACAM6_P40199-RnDSystemsOwn_3934CM_PPU0415041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	CEACAM6_P40199	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.079	0.15136	-0.5519	-0.3788	5.499	5.543	3.923	2.524	2.368	5.027	5.023	7.101	-0.0718679	7.949	3.076	-2.837	-4.480	5.821	5.543	1.4133	0.26128	5.396e-03	5.027	5.379	7.970	-2.3257	9.866	0.13123	-0.5401	-0.3155	5.382	5.406	3.841	2.451	2.349	4.896	4.911	6.935	-0.06635	20.95	18.02	10.828	7.882	18.91	20.27	20.23	16.06	10.980	12.38	12.40	7.885	22.66	12.94	7.273	1.341566	-1.3149053	1.1430	146.00	15	FALSE
ANGPT1|1	COL1	LI8X00519	0.10253	0.07100	0.12319	0.07212	0.03350	0.13854	2.727	B01	COL1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL1_Own		NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	proteinset-COL1_Own-CultrexOwn_344205001_31384J14		NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL1_Own		NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.024	0.20620	-0.5582	-0.4137	5.473	5.544	3.885	2.479	2.344	5.004	4.970	7.095	-0.0650695	7.852	3.197	-2.802	-4.501	5.779	5.544	1.5916	0.25742	-2.564e-03	5.004	5.330	7.958	-2.3344	9.771	0.15327	-0.5536	-0.3623	5.375	5.381	3.806	2.397	2.294	4.844	4.863	6.958	-0.07055	21.08	18.24	11.141	8.149	19.04	20.27	20.40	16.16	11.317	12.60	12.64	8.158	22.66	13.18	7.354	0.903019	-0.8560157	1.1858	152.00	15	FALSE
ANGPT1|1	COL23A1|1	LI8X00519	0.12749	0.11785	0.18228	0.11739	0.06803	0.17904	4.041	B01	COL23A1|1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL23A1|1_Q86Y22|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-COL23A1|1_Q86Y22|1-RnDSystemsOwn_4165CL_POR0109041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL23A1|1_Q86Y22|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.980	0.15315	-0.6311	-0.4167	5.507	5.565	3.889	2.489	2.330	4.977	4.977	7.092	-0.0793237	7.866	3.131	-2.837	-4.528	5.812	5.565	1.3091	0.17438	-2.379e-03	4.977	5.344	7.974	-2.3590	9.668	0.14400	-0.5655	-0.3873	5.363	5.398	3.794	2.424	2.290	4.899	4.844	6.943	-0.07422	21.10	18.17	11.057	7.896	19.00	20.26	20.45	16.08	11.213	12.50	12.57	7.915	22.74	13.01	7.260	0.850394	-0.8906922	1.1998	151.00	15	FALSE
ANGPT1|1	COL2A1|2	LI8X00519	0.09172	0.08636	0.13622	0.08808	0.05624	0.13684	4.006	B01	COL2A1|2_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL2A1|2_P02458|2	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-COL2A1|2_P02458|2-EMDMilliporeOwn_CC052_2322552	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL2A1|2_P02458|2	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.988	0.22182	-0.5887	-0.4451	5.531	5.566	3.860	2.472	2.329	4.974	4.975	7.107	-0.0702465	7.849	3.181	-2.794	-4.453	5.835	5.566	1.5392	0.23500	-2.054e-02	4.974	5.304	7.995	-2.2923	9.786	0.15181	-0.5601	-0.3675	5.388	5.420	3.773	2.413	2.303	4.841	4.833	6.976	-0.07091	21.19	18.32	11.175	8.298	19.30	20.42	20.57	16.21	11.343	12.65	12.87	8.296	22.92	13.28	7.204	0.540796	-0.4858128	1.2548	143.00	14	FALSE
ANGPT1|1	COL3A1|1	LI8X00519	0.09361	0.08351	0.12147	0.08295	0.04463	0.15584	3.668	B01	COL3A1|1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL3A1|1_P02461|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-COL3A1|1_P02461|1-EMDMilliporeOwn_CC054_2519237	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL3A1|1_P02461|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.155	0.16348	-0.5729	-0.4075	5.525	5.555	3.914	2.510	2.384	5.037	5.010	7.114	-0.0893277	7.979	3.071	-2.757	-4.407	5.828	5.555	1.6830	0.27985	2.884e-02	5.037	5.322	8.008	-2.2757	9.849	0.13891	-0.5533	-0.3614	5.385	5.417	3.807	2.422	2.296	4.872	4.888	6.959	-0.08675	21.21	18.25	11.076	7.981	19.19	20.42	20.54	16.32	11.241	12.52	12.48	7.993	22.77	12.99	7.165	0.799856	-0.7423033	1.1995	145.00	15	FALSE
ANGPT1|1	COL4	LI8X00519	0.11404	0.09854	0.13339	0.09782	0.05706	0.10500	3.001	B01	COL4_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL4_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	proteinset-COL4_Own-SigmaAldrichOwn_C5533_044M410V	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL4_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.883	0.15820	-0.5718	-0.4092	5.432	5.504	3.814	2.428	2.255	4.917	4.921	7.066	-0.0874823	7.731	3.111	-2.794	-4.477	5.736	5.504	1.2120	0.17233	-5.374e-03	4.917	5.264	7.932	-2.3463	9.711	0.12645	-0.5653	-0.3737	5.328	5.349	3.757	2.386	2.215	4.834	4.828	6.884	-0.08597	20.93	18.22	11.022	8.183	18.89	20.19	20.46	16.15	11.179	12.55	12.66	8.216	22.72	13.13	7.249	0.711642	-0.6624264	1.1805	155.00	15	FALSE
ANGPT1|1	COL5A1	LI8X00519	0.13987	0.08450	0.20588	0.08381	0.06530	0.14203	4.102	B01	COL5A1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	COL5A1_P20908	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-COL5A1_P20908-EMDMilliporeOwn_CC077_2587250	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	COL5A1_P20908	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.028	0.17815	-0.6471	-0.5028	5.504	5.578	3.839	2.460	2.323	4.967	4.955	7.125	-0.1102242	7.802	2.998	-2.759	-4.387	5.825	5.578	1.5665	0.23365	-8.426e-03	4.967	5.291	7.996	-2.2396	9.817	0.13868	-0.6072	-0.4232	5.378	5.390	3.769	2.375	2.235	4.856	4.833	6.953	-0.09784	21.29	18.68	11.390	8.499	19.32	20.37	20.73	16.64	11.483	12.72	12.93	8.515	23.01	13.39	7.232	-0.057856	0.0072300	1.3212	142.00	15	FALSE
ANGPT1|1	DCN|A	LI8X00519	0.10901	0.10030	0.12406	0.09799	0.05846	0.15307	4.292	B01	DCN|A_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES3p2s3	DCN|A_P07585|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-DCN|A_P07585|1-RnDSystemsOwn_143DE_CWT0514021	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	DCN|A_P07585|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.959	0.13491	-0.5722	-0.4152	5.482	5.517	3.837	2.453	2.344	4.942	4.920	7.045	-0.0739786	7.709	3.197	-2.836	-4.510	5.782	5.517	1.1926	0.12880	8.218e-03	4.942	5.291	7.922	-2.3778	9.696	0.12157	-0.5785	-0.3731	5.335	5.366	3.728	2.362	2.166	4.819	4.810	6.888	-0.08268	21.10	18.15	11.086	8.094	19.01	20.21	20.34	16.01	11.264	12.51	12.66	8.092	22.59	13.07	7.215	0.681691	-0.6083397	1.2300	148.00	14	FALSE
ANGPT1|1	DSG2	LI8X00519	0.12581	0.08189	0.17445	0.08056	0.18032	0.19575	12.326	B01	DSG2_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	DSG2_Q14126	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-DSG2_Q14126-RnDSystemsOwn_947DM_DGL0514101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	DSG2_Q14126	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.088	0.15170	-0.5507	-0.3963	5.484	5.528	3.899	2.512	2.347	5.010	4.996	7.108	-0.0835548	7.997	2.854	-2.691	-4.327	5.775	5.528	1.8600	0.44412	-1.409e-02	5.010	5.310	7.972	-2.2222	9.759	0.10752	-0.5177	-0.3253	5.350	5.369	3.801	2.417	2.248	4.864	4.861	6.900	-0.08105	20.84	18.08	10.872	8.055	18.86	20.26	20.32	16.10	11.025	12.39	12.49	8.108	22.67	13.01	7.432	1.117593	-1.1155533	1.1268	166.00	15	FALSE
ANGPT1|1	ECM1|1	LI8X00519	0.10164	0.08478	0.11443	0.08288	0.06217	0.14659	3.017	B01	ECM1|1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	ECM1|1_Q16610|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-ECM1|1_Q16610|1-RnDSystemsOwn_3937EC_FQD0113111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	ECM1|1_Q16610|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.960	0.15263	-0.5913	-0.4391	5.432	5.500	3.861	2.450	2.309	4.945	4.926	7.022	-0.0949402	7.729	3.132	-2.828	-4.471	5.743	5.500	1.2597	0.13202	-1.127e-02	4.945	5.287	7.897	-2.3213	9.728	0.11887	-0.5691	-0.3854	5.316	5.339	3.750	2.393	2.199	4.852	4.860	6.893	-0.10138	20.95	17.94	10.949	8.062	18.83	20.12	20.25	16.03	11.166	12.49	12.51	8.095	22.53	13.03	7.429	0.876860	-0.8408655	1.1601	157.00	15	FALSE
ANGPT1|1	ELN|3	LI8X00519	0.23943	0.16627	0.39872	0.16098	0.63102	0.49451	15.591	B01	ELN|3_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES2p2s3	ELN|3_P15502|3	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-ELN|3_P15502|3-BioMatrixOwn_5052_7271	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	not_yet_specified	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.923	0.15592	-0.6836	-0.4845	5.809	5.844	4.444	3.005	2.783	5.442	5.441	7.382	-0.1315240	9.526	1.744	-1.912	-3.157	6.126	5.844	2.7562	1.24455	9.890e-01	5.442	5.635	8.203	-1.2789	10.102	0.09210	-0.4583	-0.2780	5.462	5.472	4.013	2.645	2.488	5.024	5.064	7.035	-0.05816	21.22	18.58	10.398	7.744	19.89	21.26	20.99	17.31	10.638	12.24	11.31	7.760	22.58	12.66	5.788	1.267811	-1.2630600	1.0362	48.50	14	FALSE
ANGPT1|1	FBN1	LI8X00519	0.05350	0.07550	0.08408	0.06845	0.05785	0.17595	5.087	B01	FBN1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	FBN1_P35555	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-FBN1_P35555-LynnSakaiLabOwn_notavailable_notavailable	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	FBN1_P35555	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	9.847	0.10184	-0.5500	-0.3907	5.384	5.418	3.805	2.423	2.282	4.897	4.895	6.979	-0.0877151	7.745	3.094	-2.750	-4.423	5.686	5.418	1.4146	0.21431	-8.380e-03	4.897	5.259	7.842	-2.2942	9.660	0.09928	-0.5782	-0.3582	5.306	5.317	3.775	2.402	2.219	4.819	4.829	6.881	-0.09315	20.75	17.88	10.773	7.977	18.60	20.04	20.12	15.93	10.950	12.39	12.49	7.950	22.53	13.03	7.494	1.486168	-1.4606228	1.0674	172.50	14	FALSE
ANGPT1|1	FN1|1	LI8X00519	0.13265	0.06347	0.17758	0.06733	0.14132	0.20784	12.843	B01	FN1|1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES1p2s3	FN1|1_P02751|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-FN1|1_P02751|1-RnDSystemsOwn_1918FN_MQC0914071	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	FN1|1_P02751|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.019	0.15591	-0.4983	-0.3423	5.468	5.509	3.892	2.505	2.373	4.961	4.953	7.081	-0.0553512	7.973	3.027	-2.727	-4.357	5.747	5.509	1.6929	0.35445	-5.106e-03	4.961	5.273	7.929	-2.2548	9.721	0.10266	-0.4940	-0.3152	5.296	5.332	3.765	2.377	2.288	4.805	4.813	6.898	-0.08409	20.84	18.13	10.641	7.919	18.90	20.26	20.35	16.16	10.860	12.31	12.40	7.996	22.61	12.95	7.232	1.236569	-1.1895965	1.0356	160.50	14	FALSE
ANGPT1|1	GAP43|1	LI8X00519	0.06226	0.05149	0.06466	0.05335	0.05366	0.07343	4.966	B01	GAP43|1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES2p2s3	GAP43|1_P17677|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-GAP43|1_P17677|1-abcamOwn_ab114188_E40314457	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	GAP43|1_P17677|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.070	0.14872	-0.5740	-0.4362	5.517	5.565	3.898	2.510	2.342	4.993	5.017	7.114	-0.0827057	7.950	3.082	-2.753	-4.436	5.800	5.565	1.6297	0.31642	-9.318e-03	4.993	5.359	7.978	-2.2779	9.797	0.11339	-0.5728	-0.3743	5.349	5.384	3.773	2.406	2.314	4.898	4.860	6.938	-0.08427	21.02	18.10	10.929	7.868	18.98	20.27	20.31	16.10	11.116	12.45	12.52	7.893	22.51	12.94	7.238	0.914955	-0.9248707	1.1911	149.00	15	FALSE
ANGPT1|1	HA<500kDa	LI8X00519	0.07668	0.09180	0.10646	0.09129	0.04617	0.18183	5.093	B01	HA<500kDa_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES2p2s3	hyaluronic_acid_less_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	compound-hyaluronic_acid_less_than_500kDa_chebi16336-RnDSystemsOwn_GLR001_1254988	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	LOR-0007	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.106	0.14113	-0.5521	-0.4089	5.560	5.621	3.921	2.492	2.369	5.052	5.040	7.221	-0.0896494	7.936	3.157	-2.815	-4.477	5.863	5.621	1.6644	0.28281	-2.140e-02	5.052	5.347	8.078	-2.3246	9.974	0.11202	-0.5230	-0.3238	5.437	5.456	3.818	2.460	2.379	4.868	4.899	7.035	-0.06537	21.04	18.17	10.834	7.826	18.96	20.30	20.34	16.20	11.022	12.41	12.43	7.854	22.72	12.94	7.207	1.348678	-1.2650117	1.1272	136.00	15	FALSE
ANGPT1|1	HA>500kDa	LI8X00519	0.09762	0.11969	0.13717	0.11683	0.06558	0.15862	5.744	B01	HA>500kDa_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES2p2s3	hyaluronic_acid_greater_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	compound-hyaluronic_acid_greater_than_500kDa_chebi16336-RnDSystemsOwn_GLR002_1308787	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	LOR-0005	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.099	0.16067	-0.5582	-0.4184	5.495	5.551	3.937	2.524	2.369	5.052	5.042	7.120	-0.0798672	7.991	3.005	-2.749	-4.385	5.827	5.551	1.6942	0.28831	1.328e-02	5.052	5.339	7.983	-2.2616	9.825	0.13413	-0.5361	-0.3548	5.380	5.426	3.828	2.448	2.309	4.900	4.901	6.972	-0.06946	21.07	18.25	10.963	7.940	19.30	20.41	20.53	16.34	11.124	12.51	12.55	7.963	22.85	13.08	7.280	0.845934	-0.8372920	1.1456	142.00	15	FALSE
ANGPT1|1	ICAM1	LI8X00519	0.09040	0.07065	0.10248	0.07152	0.04882	0.12945	3.257	B01	ICAM1_ANGPT1|1	MCF10A	LS1p1s3	ANGPT1|1_Q15389|1	NA	ES2p2s3	ICAM1_P05362	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-ANGPT1|1_Q15389|1-RnDSystemsOwn_923AN025CF_FHW3713101	NA	protein-ICAM1_P05362-RnDSystemsOwn_720IC_DLA0914091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	ANGPT1|1_Q15389|1	NA	ICAM1_P05362	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B01_ANGPT1|1	350	10.120	0.14335	-0.5477	-0.4009	5.522	5.575	3.931	2.524	2.356	5.040	5.011	7.130	-0.0576402	7.963	3.042	-2.723	-4.371	5.826	5.575	1.6478	0.34799	-2.609e-02	5.040	5.342	8.005	-2.2463	9.870	0.13644	-0.5268	-0.3322	5.388	5.436	3.836	2.469	2.347	4.913	4.915	6.966	-0.08310	21.10	18.18	10.928	7.957	19.09	20.42	20.43	16.21	11.128	12.45	12.57	7.963	22.68	13.02	7.310	1.153521	-1.1306152	1.2288	144.00	15	FALSE
